Old Lviv Restaurant, OPERATIONAL, 2228 West Chicago Avenue, Chicago, 1, 4.6, No ratings 41.8959303, -87.683171
Seven Faced Bird Ramen, OPERATIONAL, Inside Food Court, 1001 West Chicago Avenue, Chicago, 2, 4.6, No ratings 41.8959808, -87.6531024
Golden House Restaurant & Pancake House, OPERATIONAL, 4744 North Broadway, Chicago, 1, 4.6, No ratings 41.9684335, -87.65990169999999
Tanoshii Andersonville, OPERATIONAL, 5547 North Clark Street, Chicago, 2, 4.5, No ratings 41.98309440000001, -87.6684306
Stella's Diner, OPERATIONAL, 3042 North Broadway, Chicago, 1, 4.5, No ratings 41.93776, -87.644538
Wingstop, OPERATIONAL, 4547 North Broadway, Chicago, 2, 3.8, No ratings 41.9649976, -87.6569615
Benny's Pizza, OPERATIONAL, 1244 West 18th Street, Chicago, 1, 4.1, No ratings 41.85804389999999, -87.6580779
Ekiben - Japanese Kitchen, OPERATIONAL, 1825 West Irving Park Road, Chicago, 2, 4.8, No ratings 41.95398700000001, -87.675377
Boni Vino Ristorante & Pizzeria, OPERATIONAL, 111 West Van Buren Street, Chicago, 2, 4.1, No ratings 41.8767101, -87.63118659999999
Sbarro, OPERATIONAL, 1717 West Polk Street, Chicago, 1, 3.8, No ratings 41.8713999, -87.669792
Victor Bueno, OPERATIONAL, 2057 West Cermak Road, Chicago, 1, 4.6, No ratings 41.8520263, -87.6780361
Super Submarine, OPERATIONAL, 1050 North Ashland Avenue, Chicago, 2, 4, No ratings 41.90120599999999, -87.6676178
Grab A Bite BBQ（随便吃点）, OPERATIONAL, 2023 South Jefferson Street, Chicago, Price information not available, 4, No ratings 41.854956, -87.6415787
Golden Nugget Pancake House, OPERATIONAL, 2406 West Diversey Avenue, Chicago, 1, 4.3, No ratings 41.93229329999999, -87.68832619999999
Subway, OPERATIONAL, 1955 West Cermak Road, Chicago, 1, 3.7, No ratings 41.8518119, -87.6753667
Palace Gate Restaurant, OPERATIONAL, 4548 North Magnolia Avenue, Chicago, 1, 4, No ratings 41.9649875, -87.66137230000001
Chavas Tacos El Original, OPERATIONAL, 2333 West Grand Avenue, Chicago, 1, 4.1, No ratings 41.8905006, -87.6855592
Panda Express, OPERATIONAL, 723 South Seeley Avenue Suite B, Chicago, 1, 3.1, No ratings 41.87258979999999, -87.6770063
Aval, OPERATIONAL, 2427 West Hubbard Street, Chicago, 2, 4.5, No ratings 41.8894339, -87.6877514
Costco Food Court, OPERATIONAL, 1430 South Ashland Avenue, Chicago, 1, 4.3, No ratings 41.8621236, -87.6675293
Dunkin', OPERATIONAL, 1231 South Wabash Avenue, Chicago, 1, 3.9, No ratings 41.8666306, -87.6255523
Culver’s, OPERATIONAL, 3355 South Doctor Martin Luther King Junior Drive, Chicago, 1, 4, No ratings 41.8332959, -87.61643959999999
Market Creations Cafe, OPERATIONAL, 233 South Wacker Drive # 2, Chicago, Price information not available, 4, No ratings 41.87887619999999, -87.635915
De Paul Center Music Mart, OPERATIONAL, 333 South State Street, Chicago, 1, 3.8, No ratings 41.8771539, -87.6272863
Wild skillet, OPERATIONAL, 680 North Lake Shore Drive, Chicago, 2, No rating, No ratings 41.89464410000001, -87.61672340000001
McDonald's 37872, OPERATIONAL, 2315 West Ogden Avenue, Chicago, 1, 3.7, No ratings 41.8660554, -87.6839846
CASA MATEO FONDA BAR, OPERATIONAL, 2501 South Western Avenue, Chicago, 2, 3.3, No ratings 41.8464224, -87.6851969
Bowl & Sushi, CLOSED_TEMPORARILY, 1062 West Taylor Street, Chicago, Price information not available, 4.6, No ratings 41.8696752, -87.65351749999999
Popeyes Louisiana Kitchen, OPERATIONAL, 300 East 35th Street, Chicago, 1, 3, No ratings 41.83151030000001, -87.6185069
La Trailita #2 Mexican Restaurant(Inside BannerWholesale), OPERATIONAL, 2639 South Damen Avenue floor 1, Chicago, 2, 3.8, No ratings 41.8434897, -87.6745667
Burger King, OPERATIONAL, 2449 West Lawrence Avenue, Chicago, 1, 3.6, No ratings 41.9683672, -87.6905939
Ramova, OPERATIONAL, 3520 South Halsted Street, Chicago, Price information not available, 4.3, No ratings 41.8301391, -87.646222
Maple & Ash, OPERATIONAL, 8 West Maple Street, Chicago, 4, 4.5, No ratings 41.9020389, -87.62874719999999
Essence of India, OPERATIONAL, 4601 North Lincoln Avenue, Chicago, 2, 4.3, No ratings 41.9650861, -87.6860389
Laschet's Inn, OPERATIONAL, 2119 West Irving Park Road, Chicago, 2, 4.7, No ratings 41.9539299, -87.68199510000001
Min Min & THEE Asian Cafe, CLOSED_TEMPORARILY, 1465 West Irving Park Road, Chicago, 1, 4.1, No ratings 41.9541143, -87.6666783
Subway, OPERATIONAL, 780 North Milwaukee Avenue, Chicago, 1, 2.8, No ratings 41.89592810000001, -87.65528069999999
T&M Food's, Inc., OPERATIONAL, Unnamed Road, Chicago, Price information not available, No rating, No ratings 41.8688662, -87.6162722
Mi Nueva Tierra Cantina/Cocina, OPERATIONAL, 2417 North Clybourn Avenue, Chicago, 2, 4.4, No ratings 41.9257437, -87.66980819999999
Little Goat Diner, OPERATIONAL, 3325 North Southport Avenue, Chicago, 2, 4.7, No ratings 41.9423438, -87.6635606
Eggy's Diner, OPERATIONAL, 333 East Benton Place Suite 301, Chicago, 2, 4.5, No ratings 41.8852691, -87.6184837
Dunkin', OPERATIONAL, 3256 South Ashland Avenue, Chicago, 1, 3.6, No ratings 41.8343849, -87.6659445
Starbucks, OPERATIONAL, 1730 West Fullerton Avenue, Chicago, 2, 4.3, No ratings 41.9256794, -87.6723829
Chant Restaurant In Hyde Park, OPERATIONAL, 1509 East 53rd Street, Chicago, 2, 4.2, No ratings 41.79940329999999, -87.5886494
Simplys Soups Salads & Sandwiches, OPERATIONAL, 635 East 47th Street, Chicago, 1, 4.5, No ratings 41.8094201, -87.6099607
New Chinatown Restaurant, OPERATIONAL, 207 West Cermak Road #1913, Chicago, 2, 4.1, No ratings 41.8526575, -87.6323585
Gino's East, OPERATIONAL, 162 East Superior Street, Chicago, 2, 4.6, No ratings 41.8958861, -87.6230528
Meli Cafe, OPERATIONAL, 301 South Halsted Street, Chicago, 2, 4.3, No ratings 41.8777778, -87.6469444
Subway, OPERATIONAL, 750 S. Halsted St Uic Blg #605,Rm 090,290A&290aa, Chicago, 1, 2.5, No ratings 41.8718886, -87.64795219999999
Danang Kitchen, OPERATIONAL, United States, Price information not available, No rating, No ratings 41.90650569999999, -87.648288
Sbarro, OPERATIONAL, 500 West Madison Street Suite F-015, Chicago, 1, 3.4, No ratings 41.8823361, -87.6403662
Sushi Payce, OPERATIONAL, 1417 West Fullerton Avenue, Chicago, Price information not available, 4, No ratings 41.92498190000001, -87.6640393
Pollo Express, OPERATIONAL, 1315 West 18th Street, Chicago, 1, 4.6, No ratings 41.85775520000001, -87.6594906
RYŌ, OPERATIONAL, 925 West Huron Street, Chicago, Price information not available, No rating, No ratings 41.8948955, -87.6510213
Subway, OPERATIONAL, 4242 South Wentworth Avenue, Chicago, 1, 3.2, No ratings 41.8170279, -87.6314146
Bronzeville's Finest Restaurant, OPERATIONAL, 3901 South Michigan Avenue, Chicago, Price information not available, 3.8, No ratings 41.8236061, -87.62273619999999
S.K.Y., OPERATIONAL, 1239 West 18th Street, Chicago, 3, 4.6, No ratings 41.8578178, -87.657778
RPM Italian, OPERATIONAL, 52 West Illinois Street, Chicago, 3, 4.6, No ratings 41.8910545, -87.62998879999999
New Archview Restaurant— The Chicago Room, OPERATIONAL, 3480 South Archer Avenue, Chicago, 2, 4.2, No ratings 41.8307338, -87.67747109999999
Kapitan, OPERATIONAL, 2142 North Clybourn Avenue, Chicago, 2, 4.5, No ratings 41.9200798, -87.6626182
Jake Melnick's Corner Tap, OPERATIONAL, 41 East Superior Street, Chicago, 2, 4.5, No ratings 41.895538, -87.6265138
Casa Tulum, OPERATIONAL, 1700s South Michigan Avenue, Chicago, Price information not available, 5, No ratings 41.85892869999999, -87.6244418
Flo, OPERATIONAL, 1434 West Chicago Avenue, Chicago, 2, 4.6, No ratings 41.89624630000001, -87.6638753
Ferro's, OPERATIONAL, 200 West 31st Street, Chicago, 1, 4.4, No ratings 41.83848640000001, -87.6321901
Buck's Four Star Grill, CLOSED_TEMPORARILY, 301 South Columbus Drive, Chicago, Price information not available, 4, No ratings 41.8748034, -87.6186158
Subway, OPERATIONAL, 124 East 35th Street Unit B, Chicago, 1, 3.6, No ratings 41.831228, -87.62204919999999
Willies Dick 'n Chicken, OPERATIONAL, 3706 North Halsted Street, Chicago, 2, 4.7, No ratings 41.9494662, -87.6498076
Zaytune Mediterranean Grill, OPERATIONAL, 3129 South Morgan Street, Chicago, 1, 4.3, No ratings 41.83709429999999, -87.65098359999999
Starbucks, OPERATIONAL, 555 South Dearborn Street, Chicago, 2, 4, No ratings 41.874655, -87.62902299999999
Chicago Chop House, OPERATIONAL, 60 West Ontario Street, Chicago, 4, 4.6, No ratings 41.8933355, -87.63039069999999
Dunkin', OPERATIONAL, 1659 West 18th Street, Chicago, 1, 3.7, No ratings 41.85763429999999, -87.66850389999999
Woven + Bound Restaurant, OPERATIONAL, 2121 South Prairie Avenue, Chicago, 2, 3.8, No ratings 41.8536539, -87.6197163
Lady Gregory's Irish Bar & Restaurant, OPERATIONAL, 5260 North Clark Street, Chicago, 2, 4.5, No ratings 41.977892, -87.66856
King Wok, OPERATIONAL, 2323 West Madison Street, Chicago, 1, 4, No ratings 41.8808598, -87.6848679
Al's #1 Italian Beef, OPERATIONAL, 3420 North Clark Street, Chicago, 1, 4.4, No ratings 41.943957, -87.6540799
Geja's Cafe, OPERATIONAL, 340 West Armitage Avenue, Chicago, 3, 4.6, No ratings 41.9184882, -87.6381133
Shake Shack West Loop, OPERATIONAL, 185 North Morgan Street, Chicago, 2, 4.2, No ratings 41.8854207, -87.6518638
Robert's Pizza and Dough Company, OPERATIONAL, 465 North McClurg Court, Chicago, 2, 4.5, No ratings 41.8905002, -87.6164404
Farmer's Fridge, OPERATIONAL, Located in the cafeteria, 3241 South Michigan Avenue, Chicago, Price information not available, No rating, No ratings 41.835187, -87.622298
Lee's Wok, OPERATIONAL, 1437 West Montrose Avenue #1348, Chicago, Price information not available, 4.2, No ratings 41.96136, -87.66660089999999
720 South Bar & Grill, OPERATIONAL, 720 South Michigan Avenue, Chicago, 2, 3.9, No ratings 41.8730189, -87.6245368
La Katrina Auténtica, OPERATIONAL, 1041 West Taylor Street, Chicago, 1, 4.1, No ratings 41.86927600000001, -87.652788
Taco Pros - Mexican Cocina (Damen Ave), OPERATIONAL, 1959 West Chicago Avenue, Chicago, 1, 4.4, No ratings 41.8957378, -87.67684059999999
LUXBAR, OPERATIONAL, 18 East Bellevue Place, Chicago, 2, 4.4, No ratings 41.9017752, -87.627623
Thorndale West Cafe #1, CLOSED_TEMPORARILY, 1124 West Thorndale Avenue, Chicago, 1, 4.4, No ratings 41.9901389, -87.6594193
Popeyes Louisiana Kitchen, OPERATIONAL, 2355 West Addison Street, Chicago, 1, 3.6, No ratings 41.94656159999999, -87.68794
R.J. Grunts, OPERATIONAL, 2056 North Lincoln Park West, Chicago, 2, 4.3, No ratings 41.92006719999999, -87.6366328
Long Room Chicago, OPERATIONAL, 1612 West Irving Park Road Ste 1, Chicago, 2, 4.7, No ratings 41.9544231, -87.6696958
John's Place, OPERATIONAL, 2132 West Roscoe Street, Chicago, 2, 4.5, No ratings 41.94339590000001, -87.6822668
Athenian Room, OPERATIONAL, 807 West Webster Avenue, Chicago, 2, 4.5, No ratings 41.9217096, -87.6491054
Naty's Pizza #2, OPERATIONAL, 1757 West Chicago Avenue #5009, Chicago, 1, 4.4, No ratings 41.89587900000001, -87.67191199999999
J J Fish & Chicken, OPERATIONAL, 201 East 43rd Street, Chicago, 1, 4.1, No ratings 41.8164607, -87.62092799999999
Falcon's Handcrafted Sandwiches, OPERATIONAL, 1968 West Lawrence Avenue, Chicago, 2, 4.9, No ratings 41.96890989999999, -87.6788199
Las Islitas Seafood & Mexican Restaurant, OPERATIONAL, 2446 South Western Avenue, Chicago, 2, 4, No ratings 41.8468945, -87.68596389999999
Shaw's Crab House, OPERATIONAL, 21 East Hubbard Street, Chicago, 3, 4.6, No ratings 41.8899505, -87.6271084
Murphy's Rooftop, OPERATIONAL, 3655 North Sheffield Avenue, Chicago, Price information not available, 4.3, No ratings 41.9489273, -87.6542231
Captain Shrimp, OPERATIONAL, 1901 West Irving Park Road, Chicago, 1, 4.3, No ratings 41.9540488, -87.67645329999999
QDOBA Mexican Eats, OPERATIONAL, 175 West Jackson Boulevard Ste 103, Chicago, 1, 4.3, No ratings 41.876937, -87.6334447
Golden Fish & Chicken, OPERATIONAL, 4457 South Cottage Grove Avenue, Chicago, 1, 4, No ratings 41.8133233, -87.6064602
State and Lake Chicago Tavern, OPERATIONAL, 201 North State Street, Chicago, 2, 4.1, No ratings 41.885946, -87.627687
Pizza Hut Express, OPERATIONAL, 1940 West 33rd Street, Chicago, 1, 3.2, No ratings 41.8359756, -87.6743698
The Capital Grille, OPERATIONAL, 633 North Saint Clair Street, Chicago, 4, 4.7, No ratings 41.893506, -87.622498
The Dugout Bar, OPERATIONAL, 950 West Addison Street, Chicago, 1, 3.3, No ratings 41.94739729999999, -87.6539586
NORTH BUENA DELI (UPTOWN), OPERATIONAL, 4200 North Broadway, Chicago, 2, 4.7, No ratings 41.95856569999999, -87.6532928
Pinky’s Treats, OPERATIONAL, 219 East 47th Street, Chicago, Price information not available, 4.7, No ratings 41.8091388, -87.62031549999999
Garrett Popcorn Shops, OPERATIONAL, 4 East Madison Street, Chicago, 2, 4.4, No ratings 41.88226110000001, -87.627325
Other Half Taproom, OPERATIONAL, 3520 South Halsted Street, Chicago, Price information not available, 3.9, No ratings 41.8301391, -87.646222
Mesler Kitchen | Bar | Lounge, OPERATIONAL, 1401 East 53rd Street, Chicago, 2, 4.4, No ratings 41.7994338, -87.5916013
The Lakefront Restaurant at Theater on the Lake, OPERATIONAL, 2401 North Jean Baptiste Pointe du Sable Lake Shore Drive, Chicago, 3, 4.5, No ratings 41.92695179999999, -87.63089160000001
Il Girasole Trattoria, OPERATIONAL, 2700 North Western Avenue, Chicago, Price information not available, 4.6, No ratings 41.9304682, -87.6883833
El Burrito Mexicano, OPERATIONAL, 936 West Addison Street, Chicago, 1, 4.4, No ratings 41.94737130000001, -87.6534423
La Pasadita, OPERATIONAL, 1140 North Ashland Avenue, Chicago, 2, 3.9, No ratings 41.9027048, -87.66785209999999
Subway, CLOSED_TEMPORARILY, 1938 West Lawrence Avenue, Chicago, 1, 4.1, No ratings 41.9689431, -87.67790529999999
Dunkin', OPERATIONAL, 333 West North Avenue, Chicago, 1, 3.7, No ratings 41.9108949, -87.6380471
Bacci Pizzeria on Taylor Street, OPERATIONAL, 2301 West Taylor Street, Chicago, 1, 4.1, No ratings 41.86886700000001, -87.6839432
La Esperanza Restaurant Pilsen, OPERATIONAL, 1864 South Blue Island Avenue, Chicago, 1, 4.5, No ratings 41.85628119999999, -87.662697
55 ST Harold's & fresh lemonade, OPERATIONAL, 740 West Garfield Boulevard, Chicago, 1, 3.4, No ratings 41.79445860000001, -87.6441167
Lake Shore Cafe, CLOSED_TEMPORARILY, 4920 South Lake Shore Drive, Chicago, 2, 4.2, No ratings 41.8054899, -87.5851981
Dunkin', OPERATIONAL, 1713 West Polk Street, Chicago, 1, 3.7, No ratings 41.8714535, -87.66951
Lincoln Park Corner Kitchen, OPERATIONAL, 2200 North Clybourn Avenue, Chicago, 2, 5, No ratings 41.9217273, -87.6647739
Sip & Savor | South Loop, OPERATIONAL, 31 East Roosevelt Road, Chicago, 1, 4.3, No ratings 41.86723229999999, -87.62607059999999
Kiki D's, OPERATIONAL, 4117 South Ashland Avenue, Chicago, 1, 4.2, No ratings 41.81887649999999, -87.6647924
Wildberry Pancakes & Cafe, OPERATIONAL, 130 East Randolph Street, Chicago, 2, 4.6, No ratings 41.8847209, -87.6228606
Art's Drive In, CLOSED_TEMPORARILY, 1333 West North Avenue, Chicago, 1, 4.6, No ratings 41.9104809, -87.66168549999999
14 Parish, OPERATIONAL, 1644 East 53rd Street, Chicago, 2, 4.3, No ratings 41.79978570000001, -87.5848217
Kikka Sushi, OPERATIONAL, 5118 South Lake Park Avenue, Chicago, Price information not available, No rating, No ratings 41.8020025, -87.5882237
Michael Jordan's Steak House Chicago, OPERATIONAL, 505 North Michigan Avenue, Chicago, 4, 4.4, No ratings 41.8911722, -87.623875
Matilda, OPERATIONAL, 3101 North Sheffield Avenue #1, Chicago, 2, 4.3, No ratings 41.93823579999999, -87.6538731
Starbucks, OPERATIONAL, 1520 West Harrison Street, Chicago, 2, 2.5, No ratings 41.8744458, -87.6651064
Shawarma, OPERATIONAL, W Montrose Ave &, North Clark Street, Chicago, Price information not available, No rating, No ratings 41.9616305, -87.6659543
Dim Dim, OPERATIONAL, 2820 South Wentworth Avenue, Chicago, 1, 3.9, No ratings 41.841975, -87.63210199999999
kay mariscos, OPERATIONAL, 1519 West 18th Street, Chicago, Price information not available, No rating, No ratings 41.85762320000001, -87.66456989999999
Potato Potato, OPERATIONAL, 325 East Pershing Road, Chicago, 1, 4.5, No ratings 41.823602, -87.618263
BAI, CLOSED_TEMPORARILY, 3406 North Ashland Avenue, Chicago, 2, 4, No ratings 41.94366179999999, -87.6690718
Same Same, OPERATIONAL, 2022 West Roscoe Street, Chicago, 2, 4.4, No ratings 41.9434117, -87.67943570000001
Kikka Sushi, OPERATIONAL, 1550 North Kingsbury Street, Chicago, Price information not available, No rating, No ratings 41.9086787, -87.65264119999999
Nice Guy Food Co., OPERATIONAL, 1612 West Irving Park Road #4, Chicago, 2, 4.8, No ratings 41.95453010000001, -87.66972
SALT burgers + fries, OPERATIONAL, 600 East Grand Avenue, Chicago, Price information not available, 3, No ratings 41.8916672, -87.6049634
Red Mango, OPERATIONAL, 1950 West Polk Street, Chicago, Price information not available, 3, No ratings 41.8717906, -87.6752028
Ringo ~ by Hemmi, CLOSED_TEMPORARILY, 1441 West Fullerton Avenue, Chicago, Price information not available, 4.9, No ratings 41.9249257, -87.66488290000001
Dunkin', OPERATIONAL, 1015 West Lake Street, Chicago, 1, 3.6, No ratings 41.8854219, -87.6527874
Bon Bon Sandwiches, OPERATIONAL, 2333 West North Avenue, Chicago, 1, 3.9, No ratings 41.9101739, -87.6861926
NoMI, OPERATIONAL, 800 Michigan Avenue 7th Floor, Chicago, 4, 4.5, No ratings 41.8971825, -87.62514809999999
Nando's PERi-PERi, OPERATIONAL, 1005 South Delano Court Ste F126C, Chicago, 2, 4.3, No ratings 41.8697312, -87.6324913
VN Tofu & Fast Food, OPERATIONAL, 1024 West Argyle Street, Chicago, 1, 4.6, No ratings 41.9734683, -87.6560269
Jerk Villa Bar & Grill, OPERATIONAL, 2216 South Michigan Avenue, Chicago, 2, 3.3, No ratings 41.8524093, -87.6239413
Carnitas La Michoacana, OPERATIONAL, 2049 West Cermak Road, Chicago, Price information not available, 4.6, No ratings 41.85195880000001, -87.6777347
Pizano's Pizza & Pasta, OPERATIONAL, 2106 South Indiana Avenue, Chicago, 2, 4.2, No ratings 41.8540115, -87.6225051
Chicago's Philly Steak & Wings, OPERATIONAL, 4355 South Cottage Grove Avenue, Chicago, 2, 2.9, No ratings 41.81520219999999, -87.60609319999999
Piece Brewery, OPERATIONAL, 1927 West North Avenue, Chicago, 2, 4.5, No ratings 41.9103042, -87.6761289
New China 2, OPERATIONAL, 3533 North Western Avenue, Chicago, 2, 3.7, No ratings 41.94587339999999, -87.6878165
Ba Le Sandwiches, OPERATIONAL, 5014 North Broadway, Chicago, 1, 4.3, No ratings 41.9731556, -87.6600778
Taqueria Los Alamos, OPERATIONAL, 2157 South Damen Avenue, Chicago, 1, 4, No ratings 41.85256469999999, -87.675682
Timothy O'Toole's Pub Chicago, OPERATIONAL, 622 North Fairbanks Court, Chicago, 2, 4.4, No ratings 41.89325210000001, -87.6204905
Tempo Cafe, OPERATIONAL, 6 East Chestnut Street, Chicago, 2, 4.3, No ratings 41.8985241, -87.6279931
Fireplace inn, OPERATIONAL, 1448 North Wells Street, Chicago, 2, 4.2, No ratings 41.9091299, -87.6348871
Pasta Palazzo, OPERATIONAL, 1966 North Halsted Street, Chicago, 1, 4.6, No ratings 41.9179056, -87.6486389
Charcoal Guacamole mexican restaurant, OPERATIONAL, 4651 North Clark Street #60640, Chicago, 2, 4.1, No ratings 41.9667333, -87.6668785
Naples Pizza, OPERATIONAL, 4300 South Western Avenue, Chicago, 1, 4, No ratings 41.81558039999999, -87.6849864
Kanela Breakfast Club, OPERATIONAL, 5413 North Clark Street, Chicago, 2, 4.1, No ratings 41.9803, -87.6681
